"ID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"413",0,0,0.43,0,0.87,0,0,0,0.036,0,0,0,0,0,0.188,0,0.87,0,2.62,0,1.31,0.423,0.43,0,0.244,0,0,0,0.001,0,0,0.078,0.142,0,0,0,0,0,0,0,0.43,0.144,0,0.237,1.31,0,0.072,0.069,0,0,0,0.343,0.342,0,6.274,90,320,1
"1315",0.05,0.13,0.38,0,0.05,0.315,0,0.54,0.036,0.16,0.24,1.33,0.38,1.19,0.031,0,0.43,0.326,3.56,0,0.81,0,1.14,0.57,0.244,0,0,0.35,0,0,0,0.078,0,0,0,0,0,0,0,0,0.19,0,0,0.237,0.05,0,0.086,0,0,0.02,0,0.52,0.276,0.159,6.789,195,3327,1
"53",0,0.12,0.77,0,0.19,0.235,0.38,0.06,0.036,0,0,0.634,0.25,0,0,0,0,0,1.67,0.06,0.7,0,0.19,0,0.244,0,0,0.06,0.1,0,0,0.078,0.095,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0.03,0.005,0.04,0,0,0.268,0.197,0,1.732,43,750,1
"557",0.16,0.16,0.33,0,0,0,0,0.33,0.036,0.08,0.16,0.504,0.24,0,0,0,0.24,0.086,3.47,0,2.06,0.179,0,0.66,0.244,0,0,0.16,0,0,0,0.078,0.244,0,0,0,0,0,0,0,0.16,0,0,0.237,0.66,0,0,0,0,0,0,0.104,0.239,0,3.15,76,441,1
"3851",0,0,0,0,0,0,0,0,0.036,0,0,0,0.62,0,0,0,0,0,1.88,0,0.62,0.175,0,0,1.494,0.62,0,0,0,0,0,0.078,0,0,0,0,1.25,0,1.25,0,0.62,0,1.25,0.237,0,0,0.179,0.017,0.895,0,0.358,0.215,0.126,0,1.712,13,149,0
"3396",0,0,0,0,0,0,0,0,0.466,0,0,0.13,0,0,0,0,0,0,0.43,0,0.86,0.222,0,0,6.274,3.44,0.43,0,0.534,0.43,0.43,0.508,0.055,0.43,0.86,0.43,0.86,0,0.43,0.43,0,0.057,0.43,0.237,0.43,0,0.13,0.187,0,0,0.065,0.171,0.126,1.043,2.983,40,179,0
"3162",0,0,0,0,1.33,0.071,0,0.44,0.036,0,0,0,0,0,0.244,0,0,0,0,0,0.44,0.007,0,0,2.464,0,0.44,0,0.138,0.44,0,0.078,0.052,0,0,0,0,0,0,0,0,0.206,0,0.237,0,0,0.265,0,0,0,0,0.063,0.126,0,1.48,7,74,0
"368",0,0,0.29,0,0.23,0,0.05,0.05,0.036,0,0.65,0.571,0,0,0,0,0.11,0,1.53,0.29,1.3,0,0.23,0.05,0.244,0,0,0,0,0,0,0.078,0.155,0,0,0,0,0,0,0,0.76,0,0,0.237,0,0,0.129,0.144,0.009,0,0,0,0.385,0,1.493,8,660,1
"435",0,0,0,0,0,0.156,0,0,0.036,0,0,0,0,0,0.204,0,0,0,5.88,0,5.88,0.249,0,0,0.244,0,0,0,0.079,0,0,0.078,0,0,0,0,0,0,0,0,0,0.145,0,0.237,0,0,0,0.206,0,0,0,0.132,0.126,0,1.5,4,9,1
"2580",0,0,0.23,0,1.17,0.156,0,0.23,0.036,0,0,1.357,0,0,0.037,0,0.11,0,0.47,0,0.7,0,0.11,0,1.534,0.11,0,0,0.3,0.23,0,0.078,0,0,0,0,0.11,0,0,0,0,0.251,0,0.237,0.23,0,0.015,0,0,0,0,0,0.126,0.015,1.486,7,162,0
"929",0,0,0.78,0,1.57,0,0,0.78,0.036,0,0,0,0,0,0,0,0.78,0,1.57,0,2.36,0,0.78,0,0.244,0,0,0,0.14,0,0,0.078,0.119,0,0,0,0,0,0,0,1.57,0.078,0,0.237,0,0,0,0.12,0,0,0,0.863,0.467,0,2.555,22,115,1
"4138",0,0,0,0,0,0,0,0,0.036,0,0,0,1.29,0,0.078,0,0,0,0,0,0,0.193,0,0,0.244,0,0,0,0.076,0,0,0.078,0,0,0,0,0,0,0,0,0,0.158,0,0.237,1.29,0,0,0,0.246,0,0,0.112,0.372,0,1.363,4,30,0
"2964",0,0,0.21,0,0,0.292,0,0,0.036,0.21,0.21,1.277,0,0,0.101,0,0.21,0,1.28,0,0.64,0,0,0,0.244,0,0,0,0,0,0,0.078,0.149,0,0,0,0.64,0,0,0,0,0,0,0.237,0,0,0,0.558,0,0,0,0.016,0.223,0,2.451,55,255,0
"941",0,0,0,0,0,0,0.86,0,0.036,0,0,0.023,0,0,0,0,0,1.576,3.47,0,1.73,0.246,0,0,0.244,0,0,0,0.234,0,0,0.078,0.043,0,0,0,0,0,0,0,0.86,0.242,0,0.237,0,0,0.152,0.125,0,0,0,0.702,0.126,0,2.75,10,55,1
"1635",0.2,0.34,0.27,0,0.13,0.609,0.06,0.4,0.036,1.36,0.27,0.673,0.95,0,0,0,0,0,3.68,0,0.81,0.185,0.13,0.27,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.052,0,0.013,0,0,0.29,0.323,0.065,3.286,53,608,1
"4130",0,0,0.35,0,0.35,0,0,0,0.036,0,0,0.007,0,0,0,0,0,0,1.4,0,3.5,1.059,0,0,0.244,0,0,0.35,0,0,0,0.078,0,0,0,0,0.35,0,0,0,0,0.008,0,0.237,0,0.35,0.65,0,0,0,0,0.134,0.126,0.05,2.483,17,226,0
"3300",0,0,0.26,0,0.26,0.00900000000000001,0,0,0.036,0,0,0.465,0,0,0,0,0.39,0,1.05,0,1.05,0.081,0,0,0.634,0,0,0,0,0,0,0.078,0.224,0,0,0.13,0,0,0,0,0,0.049,0,0.237,0,0,0.089,0,0.017,0,0.017,0,0.179,0.053,5.189,107,685,0
"2296",0,0,0,0,0,0,0,0,0.036,0,0,0.054,0,0,0,1.3,0,0,0,0,0,0.209,0,0,1.364,1.3,0,0,0.096,0,0,0.078,0.042,0,0,0.18,0.93,0,0.18,0,0,0,0,0.237,0,1.49,0.339,0,0.182,0,0.13,0,0.126,0,3.628,44,479,0
"20",0,0.63,0,0,1.59,0.484,0,0,0.346,0,0,0.559,0,0,1.427,0,0.31,3.026,2.22,0,1.91,0.012,0.31,0.63,0.244,0,0,0.31,0.095,0,0,0.078,0.055,0,0,0,0,0,0,1.59,0.63,0.126,0,0.237,0,0,0.275,0.213,0,0,0,0,0.622,0,3.509,91,186,1
"1018",0,0.15,0.3,0,0.75,0.08,0,0.15,0.036,0,0,0.028,0.15,0,0.1,0,0,0.596,1.51,0,0.45,0.213,0,0.3,0.244,0,0,0,0.062,0,0,0.078,0.228,0,0,0,0,0,0,0,0,0.073,0,0.237,0,0,0.145,0.052,0.058,0,0,0.05,0.126,0,1.54,18,208,1
"3449",0,0,0.8,0,0,0,0,0,0.036,0,0,0.579,0,0,0,0,0,0,4.8,0,1.6,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.089,0,1.037,0,0,0,0,0,0,0,0.203,0.126,0,1,1,11,0
"2989",0,0,0,0,0,0,0,0,0.036,0,0,0.045,0.6,0,0,0,0,0,0.6,0,1.21,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,3.03,0,1.21,0,1.21,0,0,0,1.21,0.237,1.21,0,0,0.048,0,0,0.1,0,0.126,0,1.535,13,86,0
"1579",0.17,0.26,1.24,0,0.53,0.697,0.44,0.17,0.036,0.79,0.26,1.443,0.17,0,0.553,0,0.08,1.176,2.66,0.17,1.15,0.148,0.79,0.08,0.244,0,0,0.79,0.041,0,0,0.078,0,0,0,0,0,0,0,0.08,0.62,0.134,0,0.237,0.08,0,0.07,0.204,0,0,0,0.239,0.337,0.014,6.725,583,1345,1
"765",0,0,0,0,0.94,0.214,0,0,0.036,0.94,0,0.215,0,0,0,0,0,0,2.83,0,2.83,0.213,0,0,0.244,0,0,0,0,0,0,0.078,0.007,0,0,0,0,0,0,0,0,0.013,0,0.237,0,0,0,0.121,0,0,0,0.134,0.126,0,10.533,65,158,1
"4374",0,0,0,0,0.48,0,0,0.97,0.036,0,0,0.214,0,0,0,0,0,0,2.42,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.129,0,0,0,0,0,0,0,0.48,0.534,0,0.237,0.48,0.97,0.15,0,0,0,0,0.128,0.126,0.075,3.367,21,165,0
"1778",0,0,0,0,1.29,0.035,0,0,0.036,0,0,0.074,0,0,0,0,0,1.136,2.58,0.64,1.29,0.221,0,0,0.244,0,0,0,0.221,0,0,0.078,0.176,0,0,0,0,0,0.64,0,0.64,0,0,0.237,0,0,0.224,0,0,0,0,2.599,0.126,0,2.09,13,69,1
"3841",0,0,0.62,0,0.62,0.108,0,0,0.036,0,0,1.376,0,0,0,0,0,0,0.62,0,0.62,0.155,0,0,1.814,1.57,0,0,0,0,0,0.078,1.563,0,0.31,0,0.31,0,0.31,0,0,0.944,0,0.237,0.62,0,0.109,0.415,0.164,0,0.109,0.08,0.18,0,1.671,13,107,0
"3835",0,0,0,0,6.25,0.134,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.075,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1.5,2,3,0
"1911",0,0,0,0,0,0,0,0.31,0.036,0,0,0.812,0,0,0.033,0,0,0,0.31,0,0,0,0,0,0.554,0,0,0,0,0.31,0,0.078,0.287,0,0,0,0,0,0.31,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1.446,6,94,0
"1399",0.52,0,0.78,0,0.78,0.042,0.52,0,0.036,1.04,0,0.322,1.56,0,0.537,0,0,1.406,2.08,0,1.56,0,0.52,0,0.244,0,0,0,0,0,0,0.078,0.121,0,0,0,0,0,0,0.52,0,0.144,0,0.237,0,0,0.08,0,0,0,0,0.677,0.528,0,2.41,19,241,1
"3076",0,0,0.37,0,0.37,0,0,0,0.036,0,0,0.208,0,0,0,0,0,0,0.37,0,0.37,0,0,0,0.614,0.74,0,0,0.114,0,0,0.078,0,0,0,0.37,0.74,0,0,0,0.37,0,0.37,0.237,0,0,0.162,0.153,0,0,0,0,0.126,0,2.643,34,193,0
"2985",0.59,0,0.59,0,0,0,0,0,0.036,0,0,2.777,0,0,0.013,0,0,0,1.19,0,0,0,0,0,1.434,0.59,0,0,0.132,0,0.59,0.078,0.069,0,0,0,0,0,0,0,0,0.038,0,0.237,0,0,0.391,0.187,0,0,0,0,0.126,0,1.836,7,90,0
"2665",0,1.12,0,0,0,0,0,0,0.036,0,0,0.029,0,0,0.248,0,0,0,0,0,0,0,0,0,0.244,1.12,0,1.12,0,0,0,0.078,0.09,0,2.24,0,1.12,0,0,0,0,0.004,0,0.237,0,0,0,0.967,0.361,0,0,0,0.126,0,2.875,16,115,0
"4200",0,0,0,0,0,0.088,0,0,0.036,0,0,0.238,0,0,0.145,0,0,0,1.06,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.208,0,0,0,0,0,0,0,1.06,0.215,0,0.237,2.12,1.06,0.14,0,0,0,0,0,0.126,0,2.625,47,84,0
"1767",0,0.49,0.59,0,0.29,0.394,0,0.09,0.036,0.39,0,1.7,0.19,0,0.152,0,0.09,0,3.76,0.09,1.09,0,0,0.09,0.244,0,0,0.09,0.121,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.037,0,0.765,0,0,5.951,1.435,0,6,54,756,1
"4149",0,0,0,0,0.66,0.238,0,0,0.036,0,0,0.561,0,0,0,0,0.66,0,3.33,0,0,0.034,0,0,0.904,0,0,0,0.201,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.897,0,0,0.254,0,0,0,0,0.088,0.126,0,1.458,7,35,0
"1944",0,0,0,0,0,0,0,0,0.036,0,0,2.808,0,0,0.092,0,0,0,0,0,0,0,0,0,0.244,0,0,0,1.073,0,0,0.078,0,0,0,0,0.92,0,0,0,0,0.863,0,0.237,0,0,0.165,0.184,0,0,0,0.292,0.126,0,1.666,7,45,0
"1326",0,0.34,1.02,0,0.68,0.588,0.34,0,0.036,0,0,0.307,0,0,0,0,0,0.186,4.76,0,2.38,0.078,0,0.34,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,2.04,0,0,0.237,0,0,0.167,0,0,0,0,0.218,0.126,4.008,6.978,56,328,1
"73",0,0.44,0.89,0,0.44,0.198,0,0,0.036,0,0,0.665,0,0,0.17,0,0,0.736,2.24,0,1.34,0,0,0,0.244,0,0,0,0,0,0,0.078,0.146,0,0,0,0,0,0,0,0.44,0,0,0.237,0.44,0,0.073,0,0,0,0,0.987,0.126,0,3.849,121,281,1
"2116",0.09,0,0.09,0,0,0,0,0.09,0.036,0,0,0.493,0,0,0,0,0,0,0.38,0,0.19,0.063,0,0,0.824,0.68,0,0.87,0.229,0,0,0.078,0.26,0,0.09,0,0,0,0,0,0,0.114,0,0.237,0,0,0.173,0.015,0.173,0,0.053,0,0.152,0,3.704,48,726,0
"3331",0,0,0,0,0,0.157,0,0,0.036,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,2.804,2.56,0,0,0,0,0,0.078,0.094,0,2.56,0,0,0,0,0,0,0.175,0,0.237,2.56,0,0,0,0,0,0,0,0.126,0,1.5,4,24,0
"1884",0,0,0,0,0.74,0,0,0,0.036,0,0,0,0,0,0.116,0,0,0,0.74,0,0,0,0,0,2.464,0.74,0,0,0.12,0,0,0.078,0.138,0,0,0,0.74,0,0,0,0,0.144,0,0.237,0,0,0.414,0.232,0,0,0,0.375,0.229,0,2.034,11,59,0
"3352",0,0,0,0,0,0.158,0,0,0.036,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,4.404,0,0,0,0,0,0,0.078,0,0,4.16,0,0,0,0,0,0,0,0,0.237,0,0,0,0.187,0,0,0.751,0,0.126,0,1.428,4,10,0
"2797",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0.244,0,0,0,0.234,0,0,0.078,0.046,0,0,0,0,0,0,0,0,0.224,0,0.237,0,0.46,0.202,0,0,0,0,0,0.126,0,2,11,82,0
"3558",0,0,0,0,0,0.077,0,0,0.036,0,0,0,0,0,0.232,0,0,0,2.96,0,1.48,0.09,0,0,0.244,0,0,0,0,0,0,0.078,0.023,0,0,0,0,0,0,0,0,0.146,0,0.237,0,0,0.268,0.591,0,0,0,0.273,0.126,0,2.75,8,22,0
"2762",0,0,0,0,0.73,0.15,0,0,0.526,0.24,0,0.594,0,0,0.184,0,0,0,2.46,0,0.49,0.066,0,0,1.474,0.73,0.49,0,0.28,0.49,0.49,0.568,0.098,0.49,1.47,0.49,0,0,0.49,0.49,0,0.146,0.73,0.237,0.73,0,0.287,0.02,0,0,0.041,0.006,0.126,0.041,1.792,12,224,0
"99",0,0,0,0,0,0.574,0,0,0.036,1.21,0,0.092,0,0,0.156,0,0,0,1.21,0,0,0,0.6,0,0.244,0,0,0,0.047,0,0,0.078,0.134,0,0,0,0,0,0,0,0.6,0.103,0,0.237,0,0,0.518,0,0.207,0,0.414,0.068,0.126,0,4.897,17,191,1
"1494",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,1.05,0,3.15,0,2.1,0,0,0,0.244,0,0,0,0.034,0,0,0.078,0,0,0,0,0,0,0,0,1.05,0.15,0,0.237,1.05,0,0.365,0,0,0,0,0.39,0.308,0,3.343,28,107,1
"2764",0,0,0,0,0,0,0,0,0.036,0,0,0.216,0,0,0,0,0,0,4.76,0,0,0,0,0,0.244,0,0,0,0.036,0,0,0.078,0.183,0,4.76,0,0,0,0,0,0,0.117,0,0.237,4.76,0,0,4.896,0,0,0,0,0.126,0,1.8,5,9,0
"3535",0,0,0,0,0,0.174,0,0,0.036,0,0,0,0,0,0.123,0,0,0,0,0,0,0.181,0,0,0.244,0,0,0,0,0,0,0.078,0.036,0,20,0,0,0,0,0,0,0.032,0,0.237,0,0,0,0,0,0,0,0,0.126,0,3.333,8,10,0
"1512",0,0,0,0,0.87,0.132,0,0,0.036,0,0,0.09,0,0.87,0.04,0,0,0,0.87,0,0,0.198,0,0,0.244,0,0,0,0.209,0,0,0.078,0.054,0,0,0,0,0,0,0,0,0.1,0,0.237,0,0,0.132,0.223,0,0,0,0.198,0.126,0,3.851,51,104,1
"4062",0,0,0,0,0.96,0.607,0,0,0.036,0,0.48,0.604,0,0,0,0,0,1.766,0.96,0,1.44,0,0.48,0,0.244,0,0,0.48,0.119,0,0,0.078,0,0,0,0,0,0,0,0,1.44,0.06,0.48,0.237,0,0,0,0,0,0,0,0.459,0.126,0,4.437,27,142,0
"1723",0,0,0,0,0,0,0,0,0.516,0,0,0.575,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0.24,0,0,0.48,0,0,0.066,0,0.237,0,0,0.185,0,0,0,0,0.149,0.126,0,2.802,38,241,1
"2341",0,0,0,0,0,0,0,0,0.036,2.38,0,4.58,0,0,0.136,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.105,0,0,0.078,0,0,0,0,0,0,0,0,0,0.198,0,0.237,0,0,0,0.125,0,0,0,0.527,0.126,0,2.125,10,17,0
"567",0,0,0,0,0,0,0,2.43,0.036,0,0,0.074,0,0,0.061,0,0,0,0,0,0,0.107,0,0,0.244,0,0,0,0.182,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.119,0.126,0,3.666,13,44,1
"1294",0,0.9,0,0,0.9,0,0.9,0,0.036,0.9,0,0,0,0,0.188,0,0,1.656,1.81,0,0,0.139,0,0,0.244,0,0,0,0.114,0,0,0.078,0,0,0,0.9,0,0,0,0,1.81,0,0,0.237,0,0,0.319,0,0,0,0,1.562,0.126,19.829,5.3,66,106,1
"4034",0,0,0,0,0,0,0,0,0.036,0,0,1.529,0,0,0.087,0,0,0,0,1.6,0,0,0,0,8.244,0,0,0,0.154,0,0,0.078,0,0,0,0,0.8,0,0,0,0,0,0,0.237,0,0,0.136,0.084,0,0,0,0.33,0.126,0,2.588,29,88,0
"2680",0,0,0,0,0,0.127,0,0,0.036,2.5,0,5.096,0,0,0,0,0,0,0,0,0,0.015,0,0,0.244,0,0,0,0.074,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.681,0.126,0,1.7,8,17,0
"1637",0,0,0,0,0.12,0.101,0,0,0.276,0,0,1.076,0,0,0.184,0,0.12,0,0.12,0,0.12,0.096,0,0,0.244,0,0,0,0.344,0.12,0,0.078,0.124,0,0,0.62,0,0.12,0,0,0.12,0.321,0,0.237,0.12,0.37,0.365,0,0,0,0,0,0.126,0,2.376,41,492,1
"1966",0,0,0,0,0,0.152,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.229,0,0,0.078,0.22,0,25,0,0,0,0,0,0,0.208,0,0.237,0,0,0,0.011,0,0,0,0.016,0.126,0,1,1,4,0
"728",0.39,0,0,0,0.39,0.57,0.39,0,0.036,0,0.39,0,0,0,0,0,0,0,3.52,0,1.96,0.146,0,0.39,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0.39,0.007,0,0.237,0,0,0,0.152,0,0,0,0.082,0.126,0,1.94,12,97,1
"1043",0.27,0,0,9.16,0.27,0,0.55,0,0.036,0.27,0,0.131,0,0,0,0,1.11,0,0.55,0.27,0.83,0,0,0,0.244,0,0,0.27,0.2,0,0,0.078,0,0,0,0,0,0,0,0,0,0.09,0,0.237,0,0,0,0,0.387,0,0,0.062,0.126,0.043,19.482,694,1130,1
"704",0.98,0.81,1.47,0,1.3,0.011,0.98,0,0.036,1.79,0,0.908,0,0,0.531,0,0.65,0,0.98,0.16,1.3,0,0,0,0.244,0,0,0.32,0.032,0,0,0.078,0.158,0,0,0.16,0,0,0,0.16,0.49,0.089,0,0.237,0,0,0.247,0,0,0,0,0.332,0.8,0,2.922,113,640,1
"640",0.63,0,0.63,0,0,1.391,1.27,0,0.036,0,0,0.765,0,0,0.23,0,0.63,0,4.45,3.18,3.82,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.097,0,0,0,0.786,0.215,0,3.488,59,157,1
"3204",0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,1.28,0,0,0.036,0,0,2.804,1.28,1.28,0,1.086,1.28,1.28,1.358,0.119,1.28,2.56,1.28,0,0,0,1.28,0,0,0,0.237,0,0,0.632,0.138,0,0,0,0,0.126,0,2.142,11,45,0
"2061",0,1.32,0,0,0,0.117,0,0,0.036,0.66,0,0.351,0,0,0,0,0,0.726,0.66,0,0.88,0,0,0,2.004,0,0,0.66,0,0.44,0,0.078,0.487,0,1.54,0,0,0,0.44,0,0,0.211,0,0.237,0,0,0.023,0.004,0,0,0,0.087,0.173,0.094,8.76,161,876,0
"4064",0,0,0,0,0,0.031,0,0,0.036,0,0,2.103,0,0,0,0,0,0,0.67,0,0,0,0,0,0.244,0,0,0,0.21,0,0,0.078,0,0,0,0,0.67,0,0,0,0,0,0,0.237,0.67,0,0,0,0,0,0,0.058,0.386,0,1.592,5,43,0
"2392",0,0,0,0,0.78,0.463,0,0.39,0.426,0,0,0.181,0,0,0,0,0,0,0.39,0,0.39,0.103,0,0,3.384,0.39,0.39,0,0.61,0.39,0.39,0.468,0.553,0.39,1.18,0.39,0.78,0,0.78,0.39,0,1.714,0.78,0.237,0.78,0,0.581,0.116,0.645,0,0,0,0.126,0,2.895,16,249,0
"3402",0.02,0.07,0.15,0,0.12,0,0,0,0.036,0.12,0,0.349,0.12,0,0,0.1,0.17,0,0.22,0.02,0.12,0,0,0,0.244,0,0,0,0.12,0,0,0.078,2.325,0,0,0.15,0.68,0,0,0.02,0.02,0,0.02,0.257,0,0.33,0.225,0.3,0.037,0,0.007,0.172,0.167,0.003,2.198,25,2458,0
"3671",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0.038,0,0,0,0,0,0,0.036,0,0,0.244,0,0,0,0,0,0,0.078,0,0,20,0,0,0,0,0,0,0.13,0,0.237,0,0,0,0.209,0,0,0,0,0.126,0,1,1,5,0
"1845",0,0,0.54,0,0,0.095,0,0,0.036,0,0,0.041,0,0,0.006,0.54,0,0,3.29,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0.27,0,0.27,0,0,0,0.27,0.237,0.27,0.27,0.188,0,0,0,0.047,0.193,0.126,0,1.745,12,89,0
"2289",0,0,0,0,0,0,0,0,0.036,0.69,0,0,0,0,0,0,0,0,0,0,0.69,0.035,0,0,0.244,0,0,0,0.829,0,0,0.078,0.605,0,0.69,0,0,0,0,0,0,0.02,0,0.237,0,0,0.228,0,0,0,0.114,0,0.126,0.114,3.651,28,157,0
"2245",0,0,0,0,0.42,0,0,0,0.036,0,0,0.282,0,0,0.04,0,0,0,0.42,0,0,0.101,0,0,0.244,0,0,0,1.284,0,0,0.078,0.097,0,0,0,0.85,0,0,0,0,0.909,0,0.237,0,0,0,0.124,0,0,0,0,0.126,0,2.161,5,294,0
"165",0.46,0,0.46,0,0,0.03,0,0.46,0.036,0,0,1.197,0,0,2.384,0,0.46,0.306,2.77,0,2.31,0,1.38,0,0.244,0,0,0,0,0,0,0.078,0.063,0,0,0,0,0,0,0.46,0,0,0,0.237,0,0,0.49,0.061,0,0,0,0,0.942,0,3.4,12,102,1
"84",0,0,1.28,0,1.28,1.166,0,0,0.036,0,0,0.171,0,0,0.1,0,0,0,2.56,0,1.28,0,1.28,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,1.28,0,0,0.237,0,0,0.181,0.037,0,0,0,0.504,0.126,0,3.071,9,43,1
"3387",0,0,0,0,0,0.219,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,2.324,0,0,0,0,0,0,0.078,0.026,0,0,2.08,2.08,0,4.16,0,0,0.011,0,0.237,0,0,0,0,0,0,0,0.228,0.126,0,1.777,6,48,0
"1567",0,4.76,0,0,0,0,0,0,0.036,1.19,0,0,0,0,0.239,0,0,2.226,0,0,0,0,0,0,0.244,0,0,0,0.181,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.155,0,0,0,0,0.126,0,5.225,38,162,1
"41",2.45,0,0,0,0.61,0.943,0,0.3,0.036,0,0,0.375,1.53,0,0,0,0,0.146,2.76,0,0.61,0,0.3,0.61,0.244,0,0,0,0.249,0,0,0.078,0,0,0,0,0.3,0,0,0,0,0.196,0,0.237,0,0,0.051,0.086,0,0,0,0.085,0.333,0,2.132,30,226,1
"3363",0,0,0,0,0.9,0.009,0,0,0.036,0,0,0.155,0,0,0.232,0,0,0.746,4.5,0,0.9,0.075,0,0,0.244,0,0,0,1.002,0,0,0.078,0,0,0.9,0,0,0,0,0,0,0.249,0,0.237,0,0,0.318,0,0,0,0,0.101,0.126,0,1.772,4,39,0
"1238",0,0,0,0,0,0.061,0,0,0.036,0,0,0.188,0,1.56,0,0,0,0,1.56,6.25,1.56,0,0,0,0.244,0,0,0,0.106,0,0,0.078,0.169,0,0,0,0,1.56,0,0,0,0.059,0,0.237,0,0,0,0.208,0,0,0,0.767,0.314,0,5.551,119,161,1
"3858",0,0,2.56,0,0,0,0,0,0.036,0,0,1.485,0,0,0,0,0,0,1.28,0,0,0.124,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.227,0.18,0,0,0,0.143,0.126,0,1.647,7,28,0
"889",0,0,1.7,0,1.02,0,0,0.34,0.036,1.02,0,0,0,0,0,0,0,0,0.34,1.02,0.68,0.06,0,0,0.584,0,0,0.68,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.139,0,0.237,0,0,0,0,0,0,0,0.709,0.231,0,667,1333,1334,1
"1555",3.57,0,0,0,0,0.054,0,0,0.036,0,0,0.049,0,0,0,0,0,0,7.14,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.176,0,0,0,0,0,0,0,0,0.093,0,0.237,0,0,0,0.198,0,0,0,1.52,0.126,0.518,2.111,15,38,1
"1501",0,0,0.99,0,0.99,0,0.99,0.49,0.036,0,0,0.585,0,0,0.159,0,0.49,0,4.45,0,0.99,0,1.48,0,0.244,0,0,0,0.115,0,0,0.078,0.162,0,0,0,0,0,0,0,0.49,0,0,0.237,0.49,0,0,0.004,0,0,0,1.24,0.365,0,5.228,69,183,1
"699",0,0.2,1.01,0,0.8,0.562,0.5,0.1,0.036,0.1,0.3,0.572,0.3,0,1.392,0,0,0.956,1.31,0.2,0.7,0.065,0.6,0.1,0.244,0,0,0.8,0,0,0,0.078,0.095,0,0,0,0,0,0,0,0.1,0,0.2,0.237,0.1,0.1,0.11,0.056,0,0,0,0.554,0.284,0.015,8.55,669,1351,1
"3933",0,0,0,0,0,0.062,0,2.85,0.036,0,0,0.248,0,0,0.122,0,2.85,0,0,0,0,0.027,0,0,0.244,0,0,0,0,0,0,0.078,0,0,2.85,0,0,0,0,0,0,2.807,0,0.237,0,0,0.465,0.049,0,0,0,0,0.126,0,1.25,3,10,0
"1151",0,0.49,1.97,0,2.46,0,0,0,0.036,0,0,0,0.49,0,0,0,1.47,0.336,4.43,0,0.49,0,0,0,0.244,0,0,0,0.212,0,0,0.078,0,0,0,0,0,0,0,0,0.49,0,0,0.237,0,0,0,0.025,0,0,0,0.181,0.126,0,12.692,152,330,1
